steering_percentage,fr_pressure,chassis_drive_mode,pitch,timestamp,engine_rpm,position_y,brake_percentage,yaw_rate,real_axe_pressure,roll,imu_forward_acceleration,rr_pressure,control_cmd_brake,position_z,speed_FL,position_x,cmd_drive_mode,drive_motor_torque_nm,chassis_acc,speed_RL,test_id,steering_target,front_axe_pressure,speed_RR,imu_vel_forward,throttle,acc_cmd,yaw,heading,driving_mode,rl_pressure,gear_location_num,vehicle_speed,imu_sideshift_acceleration,throttle_percentage,speed_FR,speed_cmd,fl_pressure
0.2,0,12,-2,1663209358.03584,550,1060.66850952456,0,0,1128,0.7,0,0,0,-282.725949880593,0,-1974.13573893697,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.05597,551,1060.66851108565,0,0,1128,0.7,0,0,0,-282.726092073925,0,-1974.13565636546,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.07604,551,1060.66850431172,0,0,1128,0.7,0,0,0,-282.72630421509,0,-1974.13549468429,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.09611,551,1060.66849558364,0,0,1128,0.7,0,0,0,-282.726456778872,0,-1974.13541248515,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.11618,551,1060.66848192181,0,0,1128,0.7,0,0,0,-282.726588511368,0,-1974.13533774285,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.13627,550,1060.66847663894,0,0,1128,0.7,0,0,0,-282.726787999434,0,-1974.13517933229,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.15638,550,1060.66848652911,0,0,1128,0.7,0,0,0,-282.726912655618,0,-1974.13509479854,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.17644,551,1060.66848642087,0,0,1128,0.7,0,0,0,-282.727121595553,0,-1974.13494418003,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.19664,551,1060.66849801775,0,0,1128,0.7,0,0,0,-282.727277814733,0,-1974.13487268023,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.21674,550,1060.66850198748,0,0,1128,0.7,0,0,0,-282.727419588118,0,-1974.13481331526,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.23683,550,1060.66851406222,0,0,1128,0.7,0,0,0,-282.727622451804,0,-1974.1346631717,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.2569,551,1060.66851451199,0,0,1128,0.7,0,0,0,-282.727715684031,0,-1974.13460803712,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.27697,551,1060.66851779165,0,0,1128,0.7,0,0,0,-282.727839235143,0,-1974.13454589474,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.29717,551,1060.66850163158,0,0,1128,0.7,0,0,0,-282.728115341868,0,-1974.13438895467,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.31748,551,1060.66849944985,0,0,1128,0.7,0,0,0,-282.728268714168,0,-1974.13433766773,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.3377,550,1060.66848640789,0,0,1128,0.7,0,0,0,-282.728470862278,0,-1974.13418714365,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.35783,550,1060.66845813963,0,0,1128,0.7,0,0,0,-282.72859473006,0,-1974.13412209694,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.37804,550,1060.66843059986,0,0,1128,0.7,0,0,0,-282.728797770897,0,-1974.13398270331,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.39824,550,1060.66840568397,0,0,1128,0.7,0,0,0,-282.728951433939,0,-1974.13392138607,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.41851,550,1060.66839686524,0,0,1128,0.7,0,0,0,-282.729097990482,0,-1974.13386515909,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.43865,550,1060.66836619521,0,0,1128,0.7,0,0,0,-282.729309605088,0,-1974.13372362758,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.45878,550,1060.66835130873,0,0,1128,0.7,0,0,0,-282.729438895531,0,-1974.13366705293,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.47888,550,1060.66833767444,0,0,1128,0.7,0,0,0,-282.729557800565,0,-1974.13361590504,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.49898,550,1060.66833953475,0,0,1128,0.7,0,0,0,-282.729778109219,0,-1974.13346842492,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.51909,550,1060.66834730716,0,0,1128,0.7,0,0,0,-282.729923896699,0,-1974.13341937221,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.5392,551,1060.66834571932,0,0,1128,0.7,0,0,0,-282.730148854391,0,-1974.13329135388,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.55932,550,1060.6683564653,0,0,1128,0.7,0,0,0,-282.730291743334,0,-1974.13323750177,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.57944,550,1060.66836336359,0,0,1128,0.7,0,0,0,-282.730490367448,0,-1974.1331011813,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.59951,550,1060.6683816859,0,0,1128,0.7,0,0,0,-282.730624791673,0,-1974.13302968977,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
